,id,AL,AZ,CA,CO,CT,FL,GA,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MO,NJ,NM,NY,NC,OH,OK,OR,PA,SC,TN,TX,VA,WA,WV,WI,cli,ili,wnohh_cmnty_cli,wbelief_masking_effective,wbelief_distancing_effective,wcovid_vaccinated_friends,wlarge_event_indoors,wothers_masked_public,wothers_distanced_public,wshop_indoors,wrestaurant_indoors,wworried_catch_covid,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask_7d,public_transit,worried_finances,tested_positive,cli.1,ili.1,wnohh_cmnty_cli.1,wbelief_masking_effective.1,wbelief_distancing_effective.1,wcovid_vaccinated_friends.1,wlarge_event_indoors.1,wothers_masked_public.1,wothers_distanced_public.1,wshop_indoors.1,wrestaurant_indoors.1,wworried_catch_covid.1,hh_cmnty_cli.1,nohh_cmnty_cli.1,wearing_mask_7d.1,public_transit.1,worried_finances.1,tested_positive.1,cli.2,ili.2,wnohh_cmnty_cli.2,wbelief_masking_effective.2,wbelief_distancing_effective.2,wcovid_vaccinated_friends.2,wlarge_event_indoors.2,wothers_masked_public.2,wothers_distanced_public.2,wshop_indoors.2,wrestaurant_indoors.2,wworried_catch_covid.2,hh_cmnty_cli.2,nohh_cmnty_cli.2,wearing_mask_7d.2,public_transit.2,worried_finances.2,tested_positive.2
10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09196530835087376,0.08567642288015066,0.2110896149198913,0.40608160684940353,0.4369710190600755,0.15594435510306193,0.5425867424494868,0.16727273478762572,0.476314201200962,0.8136934147371484,0.5599799314271664,0.3899418238191221,0.20234125546396567,0.19392855624244196,0.5170520800110344,0.07881709089187239,0.48602379168104615,0.2613719788861518,0.09425402539439214,0.09092932277102088,0.21251955193664607,0.37198672203254235,0.4526985630610545,0.17998035464329343,0.5354435898939356,0.15974158679358855,0.5234570717370899,0.7758044408793259,0.5447365601444285,0.3583906745094261,0.20439993884638188,0.2031764705407441,0.5199457155905234,0.06484076922317228,0.5732147318342937,0.24189898214081718,0.09615984025509662,0.09146462009215788,0.18553461388134113,0.3077884699979432,0.43564370353651327,0.17008118880452017,0.5603845894115392,0.1544323585872495,0.601637400554742,0.7941349891644705,0.532126605251517,0.35143040656082625,0.19088944858604398,0.18588064794727663,0.5201918669079069,0.08109453319903592,0.6463009143496041,0.24933906207141243
11,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09425402539439214,0.09092932277102088,0.21251955193664607,0.37198672203254235,0.4526985630610545,0.17998035464329343,0.5354435898939356,0.15974158679358855,0.5234570717370899,0.7758044408793259,0.5462896339634599,0.3583906745094261,0.20439993884638188,0.2031764705407441,0.5143762229309999,0.06484076922317228,0.5732147318342937,0.24189898214081718,0.09615984025509662,0.09146462009215788,0.18553461388134113,0.3077884699979432,0.43564370353651327,0.17008118880452017,0.5604803699114664,0.1544323585872495,0.601637400554742,0.7941349891644705,0.532126605251517,0.35143040656082625,0.19088944858604398,0.18588064794727663,0.5172437999246875,0.08109453319903592,0.6463009143496041,0.24933906207141243,0.09817051587282345,0.09705135279021125,0.19672707493860003,0.3466610034437294,0.48160131105824444,0.19595383377984232,0.5226029629944743,0.1568716802505589,0.6622395966475465,0.759445823583587,0.5055053865638723,0.3490219425451373,0.184029927646814,0.18704110645834657,0.5197577687199613,0.07567978465970787,0.652805307787105,0.2493393468212306
12,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09615984025509662,0.09146462009215788,0.18553461388134113,0.3077884699979432,0.43564370353651327,0.17008118880452017,0.5604803699114664,0.1544323585872495,0.601637400554742,0.7941349891644705,0.5336437273973248,0.35143040656082625,0.19088944858604398,0.18588064794727663,0.5116429601863933,0.08109453319903592,0.6463009143496041,0.24933906207141243,0.09817051587282345,0.09705135279021125,0.19672707493860003,0.3466610034437294,0.48160131105824444,0.19595383377984232,0.5226922858880814,0.1568716802505589,0.6622395966475465,0.759445823583587,0.5055053865638723,0.3490219425451373,0.184029927646814,0.18704110645834657,0.5168070345236475,0.07567978465970787,0.652805307787105,0.2493393468212306,0.09713670175565332,0.096061176739531,0.18011144328105355,0.36895070161069876,0.4572208377412208,0.22111567203751448,0.5133284034731479,0.14056118622175479,0.5763197888734815,0.7966495508158666,0.5025815745636779,0.44095270214056925,0.16987354517353212,0.16520990172741992,0.5123988831083789,0.10080969473363494,0.6458426269114019,0.18976655487776062
13,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09817051587282345,0.09705135279021125,0.19672707493860003,0.3466610034437294,0.48160131105824444,0.19595383377984232,0.5226922858880814,0.1568716802505589,0.6622395966475465,0.759445823583587,0.506946610154673,0.3490219425451373,0.184029927646814,0.18704110645834657,0.5112011275215584,0.07567978465970787,0.652805307787105,0.2493393468212306,0.09713670175565332,0.096061176739531,0.18011144328105355,0.36895070161069876,0.4572208377412208,0.22111567203751448,0.5134161411662259,0.14056118622175479,0.5763197888734815,0.7966495508158666,0.5025815745636779,0.44095270214056925,0.16987354517353212,0.16520990172741992,0.5094029339892481,0.10080969473363494,0.6458426269114019,0.18976655487776062,0.087821399381683,0.0869972433357042,0.16223374981656424,0.32207027567314617,0.3889343666693472,0.22724551513692748,0.5008030339625459,0.14825294972645442,0.5152061569900972,0.7703495206528523,0.5119134409357633,0.4172677082345986,0.16307651078810562,0.16033171689018158,0.5101586007360202,0.11592524851071095,0.7203437982912071,0.22593677752635433
14,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09713670175565332,0.096061176739531,0.18011144328105355,0.36895070161069876,0.4572208377412208,0.22111567203751448,0.5134161411662259,0.14056118622175479,0.5763197888734815,0.7966495508158666,0.504014462206056,0.44095270214056925,0.16987354517353212,0.16520990172741992,0.5037111261111207,0.10080969473363494,0.6458426269114019,0.18976655487776062,0.087821399381683,0.0869972433357042,0.16223374981656424,0.32207027567314617,0.3889343666693472,0.22724551513692748,0.5008886308291696,0.14825294972645442,0.5152061569900972,0.7703495206528523,0.5119134409357633,0.4172677082345986,0.16307651078810562,0.16033171689018158,0.507148886734555,0.11592524851071095,0.7203437982912071,0.22593677752635433,0.08212687811887438,0.07451116230598799,0.1623421308899704,0.3558474968425509,0.4061818757073645,0.2395747512905304,0.5259585697221846,0.14953636411754007,0.4723312532274434,0.7439706971923901,0.5035199932939749,0.4335699819081986,0.1602113933943042,0.15983293915221644,0.48824168445360516,0.11039308255968877,0.6940357842423266,0.19031136784397712
15,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087821399381683,0.0869972433357042,0.16223374981656424,0.32207027567314617,0.3889343666693472,0.22724551513692748,0.5008886308291696,0.14825294972645442,0.5152061569900972,0.7703495206528523,0.5133729342411454,0.4172677082345986,0.16307651078810562,0.16033171689018158,0.5014309278563284,0.11592524851071095,0.7203437982912071,0.22593677752635433,0.08212687811887438,0.07451116230598799,0.1623421308899704,0.3558474968425509,0.4061818757073645,0.2395747512905304,0.5260484661534941,0.14953636411754007,0.4723312532274434,0.7439706971923901,0.5035199932939749,0.4335699819081986,0.1602113933943042,0.15983293915221644,0.4850973071715287,0.11039308255968877,0.6940357842423266,0.19031136784397712,0.10936682249781372,0.10458618512892602,0.15897542893237449,0.3102664723347308,0.39781032411950434,0.2538901390848898,0.5610104796487113,0.15694912520022783,0.43358656198510126,0.7441845878273501,0.513750685828527,0.448438841617272,0.15787213871865388,0.15574021966818472,0.48162574745112163,0.11171479852311583,0.6610342660204944,0.19031026073668383
16,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08212687811887438,0.07451116230598799,0.1623421308899704,0.3558474968425509,0.4061818757073645,0.2395747512905304,0.5260484661534941,0.14953636411754007,0.4723312532274434,0.7439706971923901,0.5049555564196376,0.4335699819081986,0.1602113933943042,0.15983293915221644,0.4791235103297721,0.11039308255968877,0.6940357842423266,0.19031136784397712,0.10936682249781372,0.10458618512892602,0.15897542893237449,0.3102664723347308,0.39781032411950434,0.2538901390848898,0.5611063671253129,0.15694912520022783,0.43358656198510126,0.7441845878273501,0.513750685828527,0.448438841617272,0.15787213871865388,0.15574021966818472,0.4784407201172955,0.11171479852311583,0.6610342660204944,0.19031026073668383,0.09843620280543681,0.09211787412808355,0.1508470904732634,0.33525800890963264,0.37205335587716304,0.2669794378870285,0.5921294394826712,0.16991854332601036,0.4635673126407778,0.7820434538706453,0.5527256950774773,0.4644137560844577,0.14923792408277584,0.14204819821852285,0.48126445391726036,0.1351977918052063,0.6350027910007072,0.19123970920136668
17,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10936682249781372,0.10458618512892602,0.15897542893237449,0.3102664723347308,0.39781032411950434,0.2538901390848898,0.5611063671253129,0.15694912520022783,0.43358656198510126,0.7441845878273501,0.5152154172198956,0.448438841617272,0.15787213871865388,0.15574021966818472,0.4723896948996238,0.11171479852311583,0.6610342660204944,0.19031026073668383,0.09843620280543681,0.09211787412808355,0.1508470904732634,0.33525800890963264,0.37205335587716304,0.2669794378870285,0.5922306457877815,0.16991854332601036,0.4635673126407778,0.7820434538706453,0.5527256950774773,0.4644137560844577,0.14923792408277584,0.14204819821852285,0.47807720670122517,0.1351977918052063,0.6350027910007072,0.19123970920136668,0.09199112067622135,0.08251417963988598,0.14900636438390324,0.3842576517548837,0.4419755062276365,0.2700066866565174,0.5860083365074499,0.1832851676128621,0.39347148343205096,0.7125317194415364,0.581588693092717,0.4462412388176509,0.14843385802038558,0.14398584991072003,0.4889916596657976,0.12954645659748154,0.5807886515422918,0.14526757545186214
18,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09843620280543681,0.09211787412808355,0.1508470904732634,0.33525800890963264,0.37205335587716304,0.2669794378870285,0.5922306457877815,0.16991854332601036,0.4635673126407778,0.7820434538706453,0.5543015463585134,0.4644137560844577,0.14923792408277584,0.14204819821852285,0.4720219640744642,0.1351977918052063,0.6350027910007072,0.19123970920136668,0.09199112067622135,0.08251417963988598,0.14900636438390324,0.3842576517548837,0.4419755062276365,0.2700066866565174,0.5861084965983814,0.1832851676128621,0.39347148343205096,0.7125317194415364,0.581588693092717,0.4462412388176509,0.14843385802038558,0.14398584991072003,0.48585189042808047,0.12954645659748154,0.5807886515422918,0.14526757545186214,0.09295241928995433,0.08659108339345596,0.14419655423242356,0.36090478920985847,0.42098171324023737,0.26413558228591083,0.6401742181794291,0.16997669905156237,0.3666894315361987,0.7380236543398668,0.6141755197690999,0.44103199966632856,0.1608367732738076,0.15095130412177157,0.4868430018407136,0.160576281386484,0.6034162349101586,0.14313068524795458
19,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09199112067622135,0.08251417963988598,0.14900636438390324,0.3842576517548837,0.4419755062276365,0.2700066866565174,0.5861084965983814,0.1832851676128621,0.39347148343205096,0.7125317194415364,0.5832468343646148,0.4462412388176509,0.14843385802038558,0.14398584991072003,0.47988684810856197,0.12954645659748154,0.5807886515422918,0.14526757545186214,0.09295241928995433,0.08659108339345596,0.14419655423242356,0.36090478920985847,0.42098171324023737,0.26413558228591083,0.640283636260897,0.16997669905156237,0.3666894315361987,0.7380236543398668,0.6141755197690999,0.44103199966632856,0.1608367732738076,0.15095130412177157,0.48369003068590616,0.160576281386484,0.6034162349101586,0.14313068524795458,0.09819179870125964,0.09183426219995026,0.16413949641035624,0.3482843243436422,0.41912311903977617,0.23031355884415583,0.7111219912698902,0.19348004400879765,0.4251432262971119,0.7844293899132726,0.6797004965080247,0.3492582484884268,0.1644487619586197,0.15216348378642539,0.4637934455550118,0.13327217107122719,0.6329261016946108,0.18509288549321617
